Column1,index,ID,Tweet,Timestamp,Likes,Retweets,Length,Date,Time,Class
112,120,1.49644E+18,تسعي الصومال جناحها اكسبو  تطوير علاقاتها دول العالم مجالات الاستثمار والسياحة ظل تنفيذ خطة طموحة لتطوير عد القطاعات الهامة والتي تساهم تهيءة بيءة اعمال ومناخ استثماري واقتصادي وسياحي ناجح  ,2/23/22 14:00,0,0,280,2/23/2022,11:00:01 AM,neutral
113,121,1.49643E+18,  عز معرض اكسبو دبي صفقات العقارات دبي لتحق   صفقة عقارية بـ  انطلاق الحدث العالمي عينك علا اكسبو  ,2/23/22 13:30,2,2,204,2/23/2022,10:30:00 AM,positive
114,122,1.49642E+18,اقترب اكسبو  دبي تخطي  وقت لاحق الاسبوع  المنتظر تواصل اعداد الزيارات ارتفاعها بفضل المزيد الاسماء الامعة والفعاليات الاسرة سيعلن عنها الحدث الدولي تباعا الاسابيع المقبلة  ,2/23/22 13:00,1,0,271,2/23/2022,10:00:02 AM,positive
115,123,1.49642E+18,ارض الفرص والثقافات جمهورية مقدونيا الشمالية تحتفل بيومها الوطني اكسبو دبي وسط مشاركة العديد الزوار لتفاصيل عينك علا اكسبو   ,2/23/22 13:00,0,0,222,2/23/2022,10:00:00 AM,neutral
116,124,1.49642E+18, زوار اكسبو مدعون لاصطحاب اطفالهم والاستمتاع بسحر حديقة المهرجان فالحديقة المكان المنشود لمن يرغبون قضاء مثالي العاءلة  وذلك لكونها مجهزة بالقلاع النطاطة  وعربات الطعام تزخر بالماكولات الميزة عينك علا اكسبو  ,2/23/22 12:43,0,0,299,2/23/2022,9:43:57 AM,positive
117,125,1.49642E+18, وحتا  ستقدم مجموعة مختارة منافذ الاطعمة باقة العروض الميزة  ستيح المطاعم المنتشرة عبر ارجاء الموقع بينها مودرا غاردن اون اكس واي اس فيغيد فلوزي كوكي عينك علا اكسبو   ,2/23/22 12:43,0,0,282,2/23/2022,9:43:45 AM,neutral
118,126,1.49642E+18, ويمكن استخدام تطبيق ايت اب لاطلاع علا القاءمة الكاملة لمطاعم المشاركة اسبوع المطاعم اكسبو وسيحصل الزوار علا تذكرة مجانية لدخول لـ اكسبو دبي تناول الطعام المنافذ المشاركة اسبوع المطاعم عينك علا اكسبو  ,2/23/22 12:42,0,0,300,2/23/2022,9:42:34 AM,neutral
119,127,1.49642E+18, وحتا الـ فبراير  لرواد المطاعم الاستمتاع بتجارب تناول الطعام باسعار استثناءية  متاحة لمرة واحدة العمر  المطاعم الاكثر شهرة موقع اكسبو دبي  وتلك الموجودة حديقة الاحتفالات عينك علا اكسبو   ,2/23/22 12:42,0,0,295,2/23/2022,9:42:21 AM,neutral
120,128,1.49642E+18, اكسبو اكتسب سمعة استثناءية بكونه وجهة ميزه لتذوق الذ النكهات العالمية  لذا فانه يدعو الزوار الراغبين تجربة امور عادية  لمشاركة الرحلة  والانتقاء العروض الميزة عالم فنون الطهي يقدمها الحدث الدولي عينك علا اكسبو  ,2/23/22 12:42,0,0,317,2/23/2022,9:42:05 AM,positive
121,129,1.49642E+18,الاستعدادات تجري علا قدم وساق لاستضافة مهرجان الماكولات اكسبو دبي يشهد  يوما مليءة بعروض الطعام الراءعة لكل الاذواق عينك علا اكسبو   ,2/23/22 12:38,0,0,199,2/23/2022,9:38:44 AM,positive
122,130,1.49642E+18,المجوهرات البرتغالية المبتكرة تالق اكسبو دبي جناح البرتغال ينظم فعالية حصرية  لعرض مجموعة المجوهرات المبتكرة اطلقتها جمعية صناعة المجوهرات والساعات البرتغالية ار عينك علا اكسبو  ,2/23/22 12:30,0,0,260,2/23/2022,9:30:00 AM,positive
123,131,1.49642E+18,بمشاركة ريم الهاشمي اكسبو دبي يعرف العالم بفرص الاعمال الساحل الافريقي لتفاصيل الاتحاد الاقتصادي نتصدر المشهد اكسبو  ,2/23/22 12:22,2,2,184,2/23/2022,9:22:00 AM,neutral
124,132,1.49641E+18,    منطقة الاستدامة    البث المباشر علا قناتنا اليوتوب ,2/23/22 12:06,3,0,212,2/23/2022,9:06:05 AM,neutral
125,133,1.49641E+18,البوسنة والهرسك اكسبو دبي فرصة مستقاة شكل قلب تحاكي التقاء الحضارات الغربية والشرقية عينك علا اكسبو    ,2/23/22 12:00,1,1,178,2/23/2022,9:00:02 AM,positive
126,134,1.49641E+18,شبكة صيد سر تصميم جناح العراق اكسبو دبي   ,2/23/22 12:00,9,0,128,2/23/2022,9:00:02 AM,neutral
127,135,1.49641E+18,خبراء اكسبو علا الابتكارات التقنية والاستراتيجيات تستشرف المستقبل تشكل حلولا راءدة المساعي الرامية مواجهة التحديات الكبرا لانظمة الغذاء العالمية في وقت يسعا العالم جاهدا لتامين احتياجات ملياري شخص الغذاء بحلول   ,2/23/22 12:00,0,0,304,2/23/2022,9:00:02 AM,positive
128,136,1.49641E+18,فعاليات قمة مستقبل الغذاء تنطلق اكسبو دبي عينك علا اكسبو  ,2/23/22 11:45,0,2,118,2/23/2022,8:45:00 AM,neutral
129,137,1.4964E+18,اكسبو دبي مهرجان الماكولات فرصة متاحة لمرة واحدة العمر لتفاصيل  عينك علا اكسبو   ,2/23/22 11:30,1,1,169,2/23/2022,8:30:00 AM,neutral
130,138,1.49639E+18,شعار حراس الارض الخصبة موزمبيق تشارك اكسبو دبي بجناح ميز يكشف الجانب المشرق لبلاد وثقافتها ومواردها وفرص الاستثمار عينك علا اكسبو   ,2/23/22 11:00,0,1,214,2/23/2022,8:00:00 AM,positive
131,139,1.49638E+18,جناح الاتحاد الافريقي المشارك اكسبو دبي يسلط الضوء علا اجندة  تهدف تنمية قارة افريقيا اليكم التفاصيل بالتقرير التالي عينك علا اكسبو   ,2/23/22 10:00,0,1,239,2/23/2022,7:00:01 AM,neutral
132,140,1.49637E+18,ترغب بالعيش بعيدا المناطق الحضرية المزدحمة العمل مكتب متنقل  اكتشف الابتكار بجناح سلوفاكيا اكسبو  ,2/23/22 9:30,14,2,168,2/23/2022,6:30:05 AM,neutral
133,141,1.49634E+18,تعرفوا علا ابرز فعاليات الـ  لـ اكسبو  دبي  الاربعاء  م اكسبو  ,2/23/22 7:12,14,28,151,2/23/2022,4:12:44 AM,neutral
134,142,1.49627E+18,ينتج جناح الاستدامة بـ اكسبو دبي المياه والطاقة الخاصة به    ,2/23/22 3:00,11,1,128,2/23/2022,12:00:15 AM,neutral
135,143,1.49623E+18,   وربع المليون اسبوع اكسبو  دبي يسجل رقما قياسيا جديدا اكسبو    ,2/23/22 0:07,3,19,168,2/22/2022,9:07:09 PM,positive
136,144,1.49623E+18,المنتظر تواصل اعداد الزيارات لـ اكسبو  دبي ارتفاعها بفضل المزيد الاسماء الامعة والفعاليات الاسرة سيعلن عنها الحدث الدولي تباعا الاسابيع المقبلة اكسبو  ,2/23/22 0:04,4,18,232,2/22/2022,9:04:20 PM,positive
137,145,1.49623E+18,ويواصل الحدث العالمي نجاحه جذب الزوار مختلف الجنسيات والاعمار لاستمتاع بفعالياته وعروضه الترفيهية المتنوعة اكسبو  دبي اكسبو  ,2/23/22 0:04,3,18,192,2/22/2022,9:04:18 PM,positive
138,146,1.49623E+18,ومع عودة الطلاب الدراسة العطلة المدرسية  سجل اكسبو  دبي الاسبوع الاخير كبيرا زيارات تلاميذ المدارس لموقع الحدث الدولي  كرت العاءلات زياراتها مرات  بفضل العروض الجديدة المخصة لاطفال اكسبو   ,2/23/22 0:04,4,10,277,2/22/2022,9:04:17 PM,neutral
139,147,1.49623E+18,سجلت الزيارات الافتراضية عبر المنصات الرقمية لـ اكسبو  دبي زيادة قياسية تقدر بـ مقارنة بالاسابيع السابقة  ليصل مجموعها  مدفوعة بمجموعة الفعاليات الترفيهية المتاحة عبر منصة لايف اكسبو اكسبو   ,2/23/22 0:04,3,9,298,2/22/2022,9:04:15 PM,positive
140,148,1.49623E+18,سجل اكسبو  دبي رقما قياسيا جديدا عد الزيارات الاسبوعية بلغ و الفا و ليرتفع مجموع الزيارات     اسبوعا  افتاحه اكتوبر حتا  الجاري اكسبو  ,2/23/22 0:04,12,24,271,2/22/2022,9:04:14 PM,positive
141,149,1.49622E+18,   السنة اقيم معرض اكسبو دولة الامارات دبي وبعدها سيقام السعودية وهذا حسابهم الامارات  اكسبو اكسبو  دبي  ,2/22/22 23:44,1,0,204,2/22/2022,8:44:51 PM,neutral
142,150,1.49622E+18,الابتكار الزراعي لمناخ الامارات امريكا بمهمة عالمية اكسبو عينك علا اكسبو  ,2/22/22 23:19,2,2,139,2/22/2022,8:19:41 PM,neutral
143,151,1.4962E+18,قمة مستقبل الغذاء تنطلق الاربعاء وسريلانكا تقدم عرض ازياء مستوحا الطبيعة الخلابة ابرز احداث اكسبو دبي عينك علا اكسبو   ,2/22/22 22:00,0,1,195,2/22/2022,7:00:00 PM,neutral
144,152,1.49619E+18,دبي مدينة العشاق دبي من تصويري دار الحي    اكسبو            ,2/22/22 21:19,13,2,118,2/22/2022,6:19:32 PM,positive
145,153,1.49618E+18,يسلط المنتدا عقد بالتعاون غرفة تجارة دبي وكل نيوزيلندا استونيا مركز دبي لمعارض اكسبو دبي  الضوء علا الابتكارات والشراكات لبناء سلاسل عالمية لامداد الغذاء عينك علا اكسبو    ,2/22/22 21:06,0,1,256,2/22/2022,6:06:16 PM,neutral
146,154,1.49617E+18, محد قالي اكسبو رهيب وكل الاماكن حلوه ,2/22/22 20:12,0,0,80,2/22/2022,5:12:22 PM,positive
147,155,1.49617E+18,بحضور ارنيست هيلي  ناءب رءيس الوزراء احتفلت سانتا لوسيا  احدا دول الكاريبي  باليوم الوطني الـ  لانشاءها معرض اكسبو دبي عينك علا اكسبو    ,2/22/22 20:00,0,1,205,2/22/2022,5:00:00 PM,neutral
148,156,1.49616E+18,ختام الخريج السنوي الصورة الجماعية  اكسبو دبي جناح الشباب جامعة صحار,2/22/22 19:29,8,2,148,2/22/2022,4:29:25 PM,neutral
149,157,1.49616E+18,قصة نجاح المهندس الهناءي الرءيس التنفيذي وشريك مءس لشركة عنصر لتكنولوجيا صاحب حاسب الي صنع عمان  اكسبو دبي جناح الشباب جامعة صحار ,2/22/22 19:27,4,0,219,2/22/2022,4:27:32 PM,neutral
150,158,1.49616E+18,مستقبل ريادة الاعمال يقدمها الاستاذ عيسا الزعابي مدير برنامج دبي لمشاريع الناشءة غرفة دبي  اكسبو دبي جناح الشباب جامعة صحار ,2/22/22 19:22,5,1,199,2/22/2022,4:22:33 PM,neutral
151,159,1.49616E+18,الوزير الطيب فهد الشريعان وزير التجاره منورنا بجناح الكويت اكسبو دبي ,2/22/22 19:14,1,0,106,2/22/2022,4:14:51 PM,positive
152,160,1.49615E+18,رعاية هنكل المصمة حصريا لمعرض اكسبو دبي يستعد  طالب تراوح اعمارهم و لمشاركة المسابقة المدرسية ينظمها مختبر عالم المستكشف عينك علا اكسبو   ,2/22/22 19:05,0,1,259,2/22/2022,4:05:45 PM,neutral
153,161,1.49615E+18,شبابنا العربي طموح ومهارات المستقبل تقدمها الدكتورة لمياء الحاج استاذ مشارك جامعة السلطان قابوس  قاءد عالمي لدا المنتدا الاقتصادي العالمي  اكسبو جناح الشباب جامعة صحار ,2/22/22 19:05,5,1,303,2/22/2022,4:05:30 PM,neutral
154,162,1.49615E+18,انطلاق الخريج بالكلمة الترحيبية يقدمها الدكتور حمدان الفزاري رءيس جامعة صحار  اكسبو دبي جناح الشباب جامعة صحار,2/22/22 19:02,4,1,220,2/22/2022,4:02:37 PM,neutral
155,163,1.49615E+18,عمري هالعيون    البرنسيسة ديانا حداد الامارات دبي  ,2/22/22 18:59,2,1,129,2/22/2022,3:59:20 PM,positive
156,164,1.49614E+18,هنا الامارات   اكسبو يلامس ,2/22/22 18:16,0,0,93,2/22/2022,3:16:06 PM,positive
157,165,1.49614E+18,علا هامش اسبوع المجوهرات البرتغالي نظم جناح البرتغال فعالية حصرية لعرض مجموعة المجوهرات المبتكرة اطلقتها جمعية صناعة المجوهرات والساعات البرتغالية ار عينك علا اكسبو   ,2/22/22 18:03,0,1,245,2/22/2022,3:03:01 PM,neutral
158,166,1.49613E+18,ليلة ميزة يضيء سماءها احساس النجم زياد برجي السبت  اكسبو دبي    اكسبو  ,2/22/22 17:30,2,0,200,2/22/2022,2:30:00 PM,positive
159,167,1.49613E+18,جيبوتي نشكر سمو الشيخ عبداله زايد ال نهيان وزير الشءون الخارجية والتعاون الدولي بدولة الامارات العربية زار جناح جيبوتي الاكسبو  ,2/22/22 17:19,5,0,182,2/22/2022,2:19:41 PM,positive
160,168,1.49612E+18,ليلة اكسبو دبي بتكمل باداء شيك اوي داليدا خليل جاهزين نخلي المود عالي السبت     اكسبو   ,2/22/22 17:00,7,1,220,2/22/2022,2:00:01 PM,positive
